SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,GAMES_PLAYED
22018,1610612740,NOP,New Orleans Pelicans,0021800730,2019-01-26,NOP vs. SAS,L,240,114,45,96,0.469,7,27,0.259,17,24,0.708,10,31,41,26,6,6,8,18,-12.0,49
22018,1610612740,NOP,New Orleans Pelicans,0021800753,2019-01-29,NOP @ HOU,W,239,121,46,90,0.511,9,31,0.29,20,25,0.8,13,42,55,27,8,9,17,17,5.0,50
22018,1610612740,NOP,New Orleans Pelicans,0021800761,2019-01-30,NOP vs. DEN,L,240,99,37,89,0.416,15,36,0.417,10,13,0.769,8,40,48,27,4,4,14,20,-6.0,51
22018,1610612740,NOP,New Orleans Pelicans,0021800779,2019-02-02,NOP @ SAS,L,239,108,43,96,0.448,10,35,0.286,12,12,1.0,5,37,42,26,6,4,8,16,-5.0,52
22018,1610612740,NOP,New Orleans Pelicans,0021800793,2019-02-04,NOP vs. IND,L,240,107,39,90,0.433,9,38,0.237,20,24,0.833,13,42,55,26,6,4,16,19,-2.0,53
22018,1610612740,NOP,New Orleans Pelicans,0021800805,2019-02-06,NOP @ CHI,W,241,125,45,85,0.529,15,35,0.429,20,30,0.667,14,32,46,26,1,6,11,18,5.0,54
22018,1610612740,NOP,New Orleans Pelicans,0021800823,2019-02-08,NOP vs. MIN,W,241,122,43,91,0.473,9,30,0.3,27,28,0.964,8,37,45,27,11,7,11,21,6.0,55
22018,1610612740,NOP,New Orleans Pelicans,0021800831,2019-02-09,NOP @ MEM,L,241,90,34,86,0.395,6,33,0.182,16,27,0.593,17,35,52,25,6,5,15,22,-9.0,56
22018,1610612740,NOP,New Orleans Pelicans,0021800851,2019-02-12,NOP vs. ORL,L,239,88,36,94,0.383,10,29,0.345,6,8,0.75,8,34,42,21,5,8,14,16,-30.0,57
22018,1610612740,NOP,New Orleans Pelicans,0021800866,2019-02-14,NOP vs. OKC,W,240,131,50,92,0.543,12,26,0.462,19,24,0.792,13,38,51,35,7,7,14,15,9.0,58
22018,1610612740,NOP,New Orleans Pelicans,0021800874,2019-02-22,NOP @ IND,L,241,111,43,93,0.462,8,27,0.296,17,30,0.567,14,37,51,25,5,5,17,25,-15.0,59
22018,1610612740,NOP,New Orleans Pelicans,0021800887,2019-02-23,NOP vs. LAL,W,241,128,50,96,0.521,15,40,0.375,13,16,0.813,9,32,41,31,14,4,17,21,13.0,60
22018,1610612740,NOP,New Orleans Pelicans,0021800906,2019-02-25,NOP vs. PHI,L,238,110,44,104,0.423,5,28,0.179,17,24,0.708,14,40,54,29,15,8,13,19,-1.0,61
22018,1610612740,NOP,New Orleans Pelicans,0021800921,2019-02-27,NOP @ LAL,L,240,119,46,102,0.451,7,35,0.2,20,27,0.741,14,38,52,31,6,3,13,27,-6.0,62
22018,1610612740,NOP,New Orleans Pelicans,0021800932,2019-03-01,NOP @ PHX,W,240,130,50,87,0.575,16,27,0.593,14,20,0.7,10,40,50,34,13,4,24,18,14.0,63
22018,1610612740,NOP,New Orleans Pelicans,0021800941,2019-03-02,NOP @ DEN,W,240,120,45,92,0.489,12,30,0.4,18,26,0.692,12,35,47,28,10,4,21,25,8.0,64
22018,1610612740,NOP,New Orleans Pelicans,0021800956,2019-03-04,NOP @ UTA,W,240,115,46,96,0.479,9,20,0.45,14,18,0.778,12,32,44,24,12,5,8,20,3.0,65
22018,1610612740,NOP,New Orleans Pelicans,0021800971,2019-03-06,NOP vs. UTA,L,240,104,41,89,0.461,9,24,0.375,13,20,0.65,7,34,41,17,6,4,17,23,-10.0,66
22018,1610612740,NOP,New Orleans Pelicans,0021800983,2019-03-08,NOP vs. TOR,L,241,104,43,105,0.41,10,39,0.256,8,13,0.615,14,37,51,28,11,0,17,12,-23.0,67
22018,1610612740,NOP,New Orleans Pelicans,0021800995,2019-03-10,NOP @ ATL,L,239,116,45,101,0.446,18,41,0.439,8,8,1.0,5,37,42,29,6,9,8,17,-12.0,68
22018,1610612740,NOP,New Orleans Pelicans,0021801010,2019-03-12,NOP vs. MIL,L,239,113,46,107,0.43,10,47,0.213,11,16,0.688,13,37,50,27,3,4,15,23,-17.0,69
22018,1610612740,NOP,New Orleans Pelicans,0021801031,2019-03-15,NOP vs. POR,L,239,110,45,94,0.479,8,30,0.267,12,25,0.48,14,31,45,31,7,6,11,23,-12.0,70
22018,1610612740,NOP,New Orleans Pelicans,0021801036,2019-03-16,NOP vs. PHX,L,265,136,47,102,0.461,15,30,0.5,27,41,0.659,18,39,57,34,11,4,22,30,-2.0,71
22018,1610612740,NOP,New Orleans Pelicans,0021801056,2019-03-18,NOP @ DAL,W,264,129,49,104,0.471,12,39,0.308,19,22,0.864,14,41,55,34,7,6,17,28,4.0,72
22018,1610612740,NOP,New Orleans Pelicans,0021801066,2019-03-20,NOP @ ORL,L,241,96,38,102,0.373,10,34,0.294,10,13,0.769,14,35,49,24,9,2,13,15,-23.0,73
22018,1610612740,NOP,New Orleans Pelicans,0021801099,2019-03-24,NOP vs. HOU,L,239,90,38,92,0.413,7,28,0.25,7,10,0.7,15,29,44,26,9,3,15,9,-23.0,74
22018,1610612740,NOP,New Orleans Pelicans,0021801113,2019-03-26,NOP vs. ATL,L,242,120,39,83,0.47,12,34,0.353,30,40,0.75,8,37,45,28,10,6,24,23,-10.0,75
22018,1610612740,NOP,New Orleans Pelicans,0021801128,2019-03-28,NOP vs. SAC,W,240,121,49,97,0.505,9,28,0.321,14,14,1.0,8,37,45,27,6,6,12,16,3.0,76
22018,1610612740,NOP,New Orleans Pelicans,0021801147,2019-03-31,NOP vs. LAL,L,240,102,38,83,0.458,8,31,0.258,18,21,0.857,5,40,45,19,5,1,24,16,-28.0,77
22018,1610612740,NOP,New Orleans Pelicans,0021801171,2019-04-03,NOP vs. CHA,L,240,109,40,85,0.471,15,41,0.366,14,17,0.824,7,41,48,25,7,4,19,27,-6.0,78
22018,1610612740,NOP,New Orleans Pelicans,0021801189,2019-04-05,NOP @ PHX,L,265,126,49,101,0.485,8,23,0.348,20,27,0.741,15,38,53,28,4,4,15,21,-7.0,79
22018,1610612740,NOP,New Orleans Pelicans,0021801207,2019-04-07,NOP @ SAC,W,240,133,52,101,0.515,19,42,0.452,10,12,0.833,14,41,55,28,4,11,15,16,4.0,80
22018,1610612740,NOP,New Orleans Pelicans,0021801215,2019-04-09,NOP vs. GSW,L,240,103,44,99,0.444,9,33,0.273,6,10,0.6,7,35,42,29,9,1,10,15,-9.0,81
